"participants","age","sex","laterality","order","orientation","knwYesNo_est","knw_est","est","est_conf","est_meta","RE_est","ER_est","obj_est","ep_est","pot","homogeneity_pot","sadness","happiness","boredom","est_strat","format","type","outliers","theo_dur"
218,21,"Man","Right-handed","5","Forward",NA,250,86.1111111111111,"2",NA,1.43518518518519,0.435185185185185,60,"dec","3","1","1","2","2","2","graphic (knw)","spd_inst",NA,116
219,26,"Woman","Right-handed","2","Backward",NA,290,106.333333333333,"4",NA,0.69047619047619,-0.30952380952381,154,"dec","3","4","2","2","1","2","graphic (knw)","spd_inst",NA,116
220,22,"Woman","Right-handed","3","Forward",NA,260,212.333333333333,"1",NA,1.41555555555556,0.415555555555556,150,"acc","4","3","3","2","2","5","graphic (knw)","spd_inst",NA,116
221,34,"Woman","Right-handed","4","Forward",NA,315,306.25,"3",NA,1.13425925925926,0.134259259259259,270,"cst","4","3","2","2","4","5","graphic (knw)","spd_inst",NA,116
222,27,"Man","Right-handed","1","Forward",NA,320,234.666666666667,"3",NA,1.56444444444444,0.564444444444444,150,"acc","3","2","1","3","2","3","graphic (knw)","spd_inst",NA,116
223,37,"Man","Right-handed","2","Backward",NA,300,NA,"2",NA,NA,NA,150,"dec","3","3","2","3","1","3","graphic (knw)","spd_inst",NA,116
224,26,"Woman","Right-handed","2","Backward",NA,310,115.388888888889,"2",NA,1.92314814814815,0.923148148148148,60,"dec","3","3","3","2","1","5","graphic (knw)","spd_inst",NA,116
225,37,"Woman","Left-handed","5","Forward",NA,250,161.111111111111,"2",NA,0.654923215898826,-0.345076784101174,246,"cst","3","2","2","3","2","1","graphic (knw)","spd_inst",NA,116
226,21,"Man","Right-handed","1","Backward",NA,300,226.666666666667,"3",NA,0.93278463648834,-0.0672153635116599,243,"dec","4","1","1","3","1","5","graphic (knw)","spd_inst",NA,116
227,33,"Woman","Left-handed","6","Backward",NA,250,87.5,"2",NA,0.972222222222222,-0.0277777777777778,90,"dec","3","3","1","3","2","2","graphic (knw)","spd_inst",NA,116
229,46,"Man","Right-handed","3","Forward",NA,300,261.666666666667,"3",NA,1.13768115942029,0.13768115942029,230,"acc","3","2","1","3","1","5","graphic (knw)","spd_inst",NA,116
231,35,"Woman","Right-handed","6","Forward",NA,250,190.277777777778,"1",NA,0.649412210845658,-0.350587789154342,293,"cst","2","3","1","2","1","2","graphic (knw)","spd_inst",NA,116
232,22,"Man","Left-handed","2","Backward",NA,300,278.333333333333,"3",NA,0.94671201814059,-0.0532879818594103,294,"cst","3","1","1","2","1","5","graphic (knw)","spd_inst",NA,116
233,36,"Man","Left-handed","5","Backward",NA,300,288.333333333333,"3",NA,1.01169590643275,0.0116959064327485,285,"cst","2","3","1","3","1","2","graphic (knw)","spd_inst",NA,116
234,35,"Woman","Right-handed","3","Backward",NA,360,300,"2",NA,1.13207547169811,0.132075471698113,265,"cst","3","3","3","3","1","2","graphic (knw)","spd_inst",NA,116
235,24,"Woman","Left-handed","1","Backward",NA,353,262.788888888889,"2",NA,1.0107264957265,0.0107264957264957,260,"cst","3","3","1","3","2","2","graphic (knw)","spd_inst",NA,116
236,30,"Man","Right-handed","3","Backward",NA,300,225,"3",NA,0.957446808510638,-0.0425531914893617,235,"cst","2","1","2","3","1","2","graphic (knw)","spd_inst",NA,116
238,40,"Man","Left-handed","4","Forward",NA,300,95,"3",NA,1.09195402298851,0.0919540229885057,87,"dec","3","3","1","4","1","2","graphic (knw)","spd_inst",NA,116
239,22,"Man","Left-handed","5","Forward",NA,315,264.25,"3",NA,0.989700374531835,-0.0102996254681648,267,"cst","3","1","1","3","2","5","graphic (knw)","spd_inst",NA,124
240,51,"Woman","Right-handed","6","Backward",NA,200,148.888888888889,"1",NA,0.676767676767677,-0.323232323232323,220,"cst","3","3",NA,"4","1","2","graphic (knw)","spd_inst",NA,124
241,29,"Man","Left-handed","4","Backward",NA,265,132.5,NA,NA,0.51556420233463,-0.48443579766537,257,"cst","1","2","1","3","4","2","graphic (knw)","spd_inst",NA,124
242,24,"Man","Right-handed","1","Forward",NA,250,161.111111111111,"2",NA,0.607966457023061,-0.392033542976939,265,"cst","3","1","1","3","2","2","graphic (knw)","spd_inst",NA,124
244,18,"Woman","Right-handed","2","Backward",NA,300,263.333333333333,"3",NA,0.989974937343358,-0.0100250626566417,266,"cst","3","2","1","3","3","4","graphic (knw)","spd_inst",NA,124
245,18,"Man","Right-handed","1","Backward",NA,260,221,"2",NA,0.846743295019157,-0.153256704980843,261,"cst","2","3","2","2","3","5","graphic (knw)","spd_inst",NA,124
246,18,"Man","Right-handed","5","Forward",NA,330,267.666666666667,"3",NA,1.01388888888889,0.013888888888889,264,"cst","2","1","1","3","1","5","graphic (knw)","spd_inst",NA,124
248,26,"Woman","Right-handed","2","Forward",NA,298,130.788888888889,"2",NA,0.947745571658615,-0.0522544283413848,138,"dec","4","1","1","3","1","2","graphic (knw)","spd_inst",NA,124
249,21,"Woman","Right-handed","1","Backward",NA,335,294.055555555556,"3",NA,1.0139846743295,0.0139846743295019,290,"cst","2","1","2","2","3","5","graphic (knw)","spd_inst",NA,116
250,33,"Man","Right-handed","4","Forward",NA,320,272,"3",NA,0.928327645051195,-0.0716723549488055,293,"cst","2","3","1","4","2","2","graphic (knw)","spd_inst",NA,116
251,21,"Man","Right-handed","6","Backward",NA,350,278.055555555556,"4",NA,1.77105449398443,0.77105449398443,157,"cst","3","3","3","2","3","5","graphic (knw)","spd_inst",NA,116
252,22,"Woman","Right-handed","5","Forward",NA,300,211.666666666667,"2",NA,0.962121212121212,-0.0378787878787878,220,"cst","3","2","2","3","2","2","graphic (knw)","spd_inst",NA,116
253,24,"Man","Left-handed","3","Backward",NA,300,106.666666666667,"2",NA,0.790123456790124,-0.209876543209877,135,"acc","2","2","1","3","1","1","graphic (knw)","spd_inst",NA,116
256,19,"Woman","Right-handed","5","Backward",NA,250,154.166666666667,"2",NA,0.522598870056497,-0.477401129943503,295,"cst","3","2","1","4","1","5","graphic (knw)","spd_inst",NA,116
257,19,"Man","Left-handed","3","Forward",NA,270,NA,"2",NA,NA,NA,155,"cst","2","2","3","3","2","6","graphic (knw)","spd_inst",NA,116
258,19,"Woman","Right-handed","4","Backward",NA,250,154.166666666667,"3",NA,1.00762527233115,0.00762527233115481,153,"cst","2","4","2","3","2","6","graphic (knw)","spd_inst",NA,116
259,36,"Man","Right-handed","6","Forward",NA,350,264.444444444444,"2",NA,1.22997416020672,0.229974160206718,215,"cst","3","2","1","3","2","2","graphic (knw)","spd_inst",NA,116
260,55,"Man","Right-handed","1","Backward",NA,300,250,"3",NA,1,0,250,"cst","3","2","2","3","1","2","graphic (knw)","spd_inst",NA,116
261,30,"Woman","Right-handed","2","Forward",NA,300,230,NA,NA,0.807017543859649,-0.192982456140351,285,"cst","2","2","2","3","3","5","graphic (knw)","spd_inst",NA,116
262,23,"Woman","Right-handed","4","Forward",NA,300,NA,"3",NA,NA,NA,269,"cst","3","3","1","3","1","2","graphic (knw)","spd_inst",NA,116
263,26,"Woman","Right-handed","6","Backward",NA,320,96,"3",NA,0.872727272727273,-0.127272727272727,110,"dec","3","3","1","3","2","5","graphic (knw)","spd_inst",NA,116
264,22,"Woman","Right-handed","5","Forward",NA,280,113.555555555556,"2",NA,0.709722222222222,-0.290277777777778,160,"acc","3","1","2","3","1","2","graphic (knw)","spd_inst",NA,124
265,40,"Woman","Right-handed","3","Forward",NA,600,210,"2",NA,1.90909090909091,0.909090909090909,110,"dec","4","4","1","4","1","1","graphic (knw)","spd_inst",NA,116
266,27,"Man","Right-handed","3","Backward",NA,300,NA,"4",NA,NA,NA,275,"cst","3","1","1","4","1","5","graphic (knw)","spd_inst",NA,124
267,56,"Woman","Right-handed","2","Forward",NA,300,NA,"3",NA,NA,NA,275,"acc","3","3",NA,NA,"3","1","graphic (knw)","spd_inst",NA,124
268,30,"Woman","Left-handed","4","Forward",NA,320,277.333333333333,"3",NA,0.936936936936937,-0.0630630630630629,296,"cst","3","1","1","3","1","2","graphic (knw)","spd_inst",NA,124
269,27,"Woman","Left-handed","1","Forward",NA,230,153.333333333333,"3",NA,0.519774011299435,-0.480225988700565,295,"cst","2","1","1","4","3","5","graphic (knw)","spd_inst",NA,124
270,66,"Man","Right-handed","6","Backward",NA,300,265,"2",NA,0.929824561403509,-0.0701754385964912,285,"cst",NA,"1","3","3","3","2","graphic (knw)","spd_inst",NA,124
271,46,"Man","Left-handed","5","Forward",NA,320,215.111111111111,"3",NA,0.860444444444445,-0.139555555555555,250,"acc","2","2","1","3","1","2","graphic (knw)","spd_inst",NA,124
272,56,"Woman","Right-handed","2","Forward",NA,210,49,"2",NA,0.604938271604938,-0.395061728395062,81,"acc","4",NA,"2","2","1","5","graphic (knw)","spd_inst",NA,124
273,49,"Woman","Left-handed","4","Backward",NA,300,NA,"3",NA,NA,NA,160,"cst","3","2","1","3","2","5","graphic (knw)","spd_inst",NA,124
274,24,"Woman","Right-handed","6","Forward",NA,280,178.888888888889,"3",NA,1.21693121693122,0.216931216931217,147,"cst","2","3","2","2","3","2","graphic (knw)","spd_inst",NA,124
276,21,"Man","Left-handed","1","Backward",NA,300,248.333333333333,"3",NA,0.937106918238994,-0.0628930817610064,265,"cst","3","1","1","3","3","5","graphic (knw)","spd_inst",NA,124
278,35,"Man","Right-handed","6","Backward",NA,280,161.777777777778,"3",NA,1.01111111111111,0.0111111111111111,160,"acc","2","2","1","3","1","2","graphic (knw)","spd_inst",NA,124
279,21,"Man","Right-handed","5","Forward",NA,230,168.666666666667,"3",NA,0.613333333333333,-0.386666666666667,275,"acc","3","2","1","3","1","2","graphic (knw)","spd_inst",NA,124
280,32,"Man","Right-handed","1","Forward",NA,350,167.222222222222,"2",NA,1.15325670498084,0.153256704980843,145,"cst","3","1","1","1","1","2","graphic (knw)","spd_inst",NA,124
281,60,"Man","Right-handed","2","Forward",NA,320,231.111111111111,"3",NA,0.783427495291902,-0.216572504708098,295,"cst","3","3","1","3","1","2","graphic (knw)","spd_inst",NA,124
282,39,"Man","Right-handed","3","Forward",NA,400,260,"2",NA,0.962962962962963,-0.037037037037037,270,"cst","3","2","1","3","2","2","graphic (knw)","spd_inst",NA,124
283,66,"Man","Right-handed","4","Forward",NA,320,296.888888888889,"4",NA,1.003003003003,0.00300300300300309,296,"cst","3","3","1","3","1","2","graphic (knw)","spd_inst",NA,124
284,50,"Man","Right-handed","4","Forward",NA,330,262.166666666667,"4",NA,0.888700564971751,-0.111299435028249,295,"cst","3","2","2","3","2","5","graphic (knw)","spd_inst",NA,124
285,24,"Woman","Right-handed","6","Backward",NA,400,NA,"2",NA,NA,NA,293,"cst","3","3","1","3","1","2","graphic (knw)","spd_inst",NA,124
1,NA,NA,NA,"1","Backward",NA,295,160,"3",NA,0.535117056856187,-0.464882943143813,299,"cst","2","3","1","4","1","2","graphic (obj)","spd_inst",NA,124
3,NA,NA,NA,"4","Forward",NA,315,202.666666666667,"3",NA,2.32950191570881,1.32950191570881,87,"acc","3","3","1",NA,"1","6","graphic (obj)","spd_inst",NA,116
4,NA,NA,NA,"6","Backward",NA,365,88.8888888888889,"3",NA,0.766283524904215,-0.233716475095785,116,"acc","2","3","1","3","2","2","graphic (obj)","spd_inst",NA,116
5,NA,NA,NA,"5",NA,NA,320,227.555555555556,"2",NA,1.03434343434343,0.0343434343434344,220,"acc","4","1","1","3","1","2","graphic (obj)","spd_inst",NA,116
6,NA,NA,NA,"3",NA,NA,200,NA,"2",NA,NA,NA,21,"dec","4","3","1","4","1","6","graphic (obj)","spd_inst",NA,116
7,NA,NA,NA,"1","Forward",NA,200,NA,"1",NA,NA,NA,268,"cst","3","1","1","3","1","2","graphic (obj)","spd_inst",NA,116
8,NA,NA,NA,"2","Forward",NA,300,NA,"3",NA,NA,NA,285,"cst","2","3","2","3","3","5","graphic (obj)","spd_inst",NA,116
9,NA,NA,NA,"4","Forward",NA,200,259.555555555556,"3",NA,1.08148148148148,0.0814814814814814,240,"cst","3","2","1","4","1","2","graphic (obj)","spd_inst",NA,116
10,NA,NA,NA,"6","Forward",NA,300,208,"2",NA,0.693333333333333,-0.306666666666667,300,"cst","3","1","1","3","1","5","graphic (obj)","spd_inst",NA,116
11,NA,NA,NA,"1","Backward",NA,300,204.444444444444,"2",NA,0.765709529754473,-0.234290470245526,267,"cst","2","2","2","2","2","2","graphic (obj)","spd_inst",NA,116
12,NA,NA,NA,"3","Forward",NA,140,NA,"2",NA,NA,NA,260,"cst",NA,NA,NA,NA,NA,"6","graphic (obj)","spd_inst",NA,116
13,NA,NA,NA,"2","Forward",NA,490,NA,"3",NA,NA,NA,275,"cst","2","2","2","3","2","2","graphic (obj)","spd_inst",NA,116
14,NA,NA,NA,"4","Backward",NA,200,288,"3",NA,1.02857142857143,0.0285714285714286,280,"cst","3","3","1","2","1","2","graphic (obj)","spd_inst",NA,116
15,NA,NA,NA,"6","Backward",NA,300,311.111111111111,"2",NA,1.0916179337232,0.0916179337231968,285,"cst","2","2","2","2","1","5","graphic (obj)","spd_inst",NA,116
17,NA,NA,NA,"3","Forward",NA,250,115.555555555556,"3",NA,1.54074074074074,0.540740740740741,75,"acc","4","1","1","2","2","2","graphic (obj)","spd_inst",NA,124
18,NA,NA,NA,"1","Backward",NA,250,241.777777777778,"3",NA,0.819585687382298,-0.180414312617702,295,"cst","3","3","1","3","1","6","graphic (obj)","spd_inst",NA,116
19,NA,NA,NA,"1","Forward",NA,200,252.444444444444,"2",NA,0.855743879472693,-0.144256120527307,295,"cst","3","3","2","3","2","6","graphic (obj)","spd_inst",NA,116
20,NA,NA,NA,"3","Backward",NA,300,211.555555555556,"2",NA,0.940246913580247,-0.0597530864197531,225,"cst","3","2","1","3","1","2","graphic (obj)","spd_inst",NA,116
21,NA,"Man",NA,"3","Forward",NA,230,222.222222222222,"2",NA,1.59872102318145,0.598721023181455,139,"dec","3","2","1","2","1","2","graphic (obj)","spd_inst",NA,124
22,NA,NA,NA,"5","Forward",NA,320,NA,"3",NA,NA,NA,295,"cst","3","2","1","3","2","6","graphic (obj)","spd_inst",NA,116
23,NA,NA,NA,"1","Backward",NA,170,307.555555555556,"4",NA,1.43049095607235,0.430490956072351,215,"cst","4","2","1","4","2","2","graphic (obj)","spd_inst",NA,116
24,NA,NA,NA,"1","Backward",NA,270,232.888888888889,"3",NA,1.08320413436692,0.083204134366925,215,"cst","3","3","1","3","2","5","graphic (obj)","spd_inst",NA,116
25,NA,NA,NA,"6","Forward",NA,NA,NA,"2",NA,NA,NA,260,"cst","4",NA,"1",NA,"1","1","graphic (obj)","spd_inst",NA,116
27,NA,NA,NA,"3","Forward",NA,300,119.111111111111,"2",NA,0.610826210826211,-0.389173789173789,195,"dec","4","3","1","3","1","2","graphic (obj)","spd_inst",NA,116
28,NA,"Woman",NA,"3","Backward",NA,350,NA,"1",NA,NA,NA,260,"cst","1","1","1","2","4","1","graphic (obj)","spd_inst",NA,116
29,NA,NA,NA,"6","Forward",NA,320,289.777777777778,"2",NA,1.1363834422658,0.136383442265795,255,"cst","2","3","1","1","3","2","graphic (obj)","spd_inst",NA,124
30,NA,NA,NA,"5","Forward",NA,360,277.333333333333,"3",NA,0.943310657596372,-0.056689342403628,294,"cst","3","2","1","4","3","2","graphic (obj)","spd_inst",NA,116
31,NA,NA,NA,"5","Forward",NA,NA,291.555555555556,"1",NA,0.998477929984779,-0.00152207001522074,292,"cst","3","1","1","4","1","1","graphic (obj)","spd_inst",NA,116
32,NA,NA,NA,"2","Backward",NA,305,NA,"3",NA,NA,NA,265,"cst","2","1","1","3","2","2","graphic (obj)","spd_inst",NA,116
33,NA,NA,NA,"6","Backward",NA,320,264.888888888889,"3",NA,1.12718676122931,0.127186761229314,235,"cst","3","2","1","3","1","2","graphic (obj)","spd_inst",NA,116
34,NA,NA,NA,"6","Forward",NA,300,190.222222222222,"2",NA,0.717819706498952,-0.282180293501048,265,"cst","2","2","1","3","1","2","graphic (obj)","spd_inst",NA,116
35,NA,NA,NA,"2","Forward",NA,NA,NA,"1",NA,NA,NA,299,"cst","3","2","1","3","1","6","graphic (obj)","spd_inst",NA,116
36,NA,NA,NA,"4","Forward",NA,NA,211.555555555556,"1",NA,0.846222222222222,-0.153777777777778,250,"cst","2","2","1","3","3","1","graphic (obj)","spd_inst",NA,116
38,NA,"Man",NA,"1","Forward",NA,280,225.777777777778,"3",NA,0.868376068376069,-0.131623931623932,260,"cst","2","1","1","3","3","2","graphic (obj)","spd_inst",NA,116
39,NA,"Man",NA,"2","Forward",NA,300,NA,"3",NA,NA,NA,38,"acc","3","2","1","3","2","2","graphic (obj)","spd_inst",NA,124
40,NA,"Man",NA,"4","Forward",NA,340,160,"2",NA,1.32231404958678,0.322314049586777,121,"acc","3","3","1","3","3","2","graphic (obj)","spd_inst",NA,124
41,NA,"Man",NA,"5","Forward",NA,300,NA,"3",NA,NA,NA,245,"cst","4","1","1","3","1","2","graphic (obj)","spd_inst",NA,124
42,NA,"Woman",NA,"4","Backward",NA,310,NA,"2",NA,NA,NA,155,"dec","4","1","1","2","1","5","graphic (obj)","spd_inst",NA,124
43,NA,"Woman",NA,"5","Forward",NA,250,74.6666666666667,"3",NA,0.933333333333333,-0.0666666666666666,80,"acc","4","1","2","3","1","2","graphic (obj)","spd_inst",NA,124
46,NA,"Woman",NA,"3","Forward",NA,300,78.2222222222222,"2",NA,1.2034188034188,0.203418803418803,65,"acc","1","2","3","2","1","3","graphic (obj)","spd_inst",NA,124
47,NA,"Woman",NA,"2","Forward",NA,250,206.222222222222,"3",NA,0.692020879940343,-0.307979120059657,298,"cst","2","3","2","2","3","5","graphic (obj)","spd_inst",NA,116
48,NA,"Woman",NA,"1","Forward",NA,350,211.555555555556,"3",NA,0.71713747645951,-0.28286252354049,295,"cst","3","2","1","4","2","5","graphic (obj)","spd_inst",NA,116
49,NA,"Woman",NA,"6","Backward",NA,300,257.777777777778,"3",NA,0.965459841864336,-0.0345401581356638,267,"cst","2","4","1","3","3","5","graphic (obj)","spd_inst",NA,116
50,NA,"Man",NA,"5","Forward",NA,320,257.777777777778,"4",NA,0.888888888888889,-0.111111111111111,290,"dec","3","1","1","2","2","5","graphic (obj)","spd_inst",NA,116
51,NA,"Man",NA,"2","Backward",NA,318,293.333333333333,"4",NA,0.994350282485876,-0.00564971751412436,295,"cst","4","3","1","2","1","3","graphic (obj)","spd_inst",NA,116
52,NA,"Woman",NA,"4","Backward",NA,270,293.333333333333,"3",NA,1.01149425287356,0.0114942528735632,290,"cst","4","3","1","3","1","1","graphic (obj)","spd_inst",NA,116
53,NA,"Man",NA,"2","Backward",NA,420,NA,"3",NA,NA,NA,260,"cst","3","2","1","1","2","2","graphic (obj)","spd_inst",NA,116
55,NA,"Man",NA,"3","Backward",NA,300,241.777777777778,"3",NA,0.933504933504933,-0.0664950664950665,259,"cst","3","3","1","3","1","4","graphic (obj)","spd_inst",NA,124
56,NA,"Woman",NA,"6","Forward",NA,365,268.444444444444,"3",NA,2.7962962962963,1.7962962962963,96,"dec","2","2","3","1","3","5","graphic (obj)","spd_inst",NA,124
57,NA,"Woman",NA,"5","Forward",NA,300,259.555555555556,"2",NA,1.62222222222222,0.622222222222222,160,"dec","3","1","1","3","1","3","graphic (obj)","spd_inst",NA,124
58,NA,"Woman",NA,"1","Backward",NA,298,NA,"2",NA,NA,NA,140,"dec","3","3","1","4","1","1","graphic (obj)","spd_inst",NA,124
59,NA,"Woman",NA,"5","Backward",NA,360,284.444444444444,"3",NA,1.08153781157583,0.0815378115758344,263,"cst","3","2","1","2","1","3","graphic (obj)","spd_inst",NA,116
60,NA,"Woman",NA,"2","Forward",NA,350,64,"2",NA,1,0,64,"acc","2","2","1","3","1","2","graphic (obj)","spd_inst",NA,124
61,NA,"Man",NA,"3","Backward",NA,300,261.333333333333,"2",NA,0.95030303030303,-0.0496969696969698,275,"cst","3","2","1","3","2","2","graphic (obj)","spd_inst",NA,116
62,NA,"Man",NA,"5","Forward",NA,330,209.777777777778,"2",NA,0.736062378167641,-0.263937621832359,285,"cst","4","1","1","2","1","1","graphic (obj)","spd_inst",NA,116
63,NA,"Woman",NA,"6","Backward",NA,250,254.222222222222,"1",NA,0.876628352490421,-0.123371647509579,290,"cst","3","2","3","1","1","2","graphic (obj)","spd_inst",NA,116
64,NA,"Woman",NA,"2","Forward",NA,300,296.888888888889,"3",NA,1.15520968439256,0.155209684392564,257,"cst","3","1","1","3","1","2","graphic (obj)","spd_inst",NA,116
65,NA,"Man",NA,"2","Forward",NA,315,279.111111111111,"3",NA,1.06125897760879,0.0612589776087874,263,"cst","3","3","1","3","1","4","graphic (obj)","spd_inst",NA,116
66,NA,"Woman",NA,"6","Backward",NA,300,190.222222222222,"2",NA,0.731623931623932,-0.268376068376068,260,"cst","4","2","3","2","1","2","graphic (obj)","spd_inst",NA,116
67,NA,"Woman",NA,"1","Forward",NA,250,103.111111111111,"1",NA,1.87474747474747,0.874747474747475,55,"acc","3","2","1","4","1","1","graphic (obj)","spd_inst",NA,124
69,NA,"Man",NA,"4","Forward",NA,320,252.444444444444,"3",NA,0.959864807773553,-0.040135192226447,263,"cst","4","2","1","3","1","5","graphic (obj)","spd_inst",NA,124
70,NA,"Woman",NA,"3","Forward",NA,392,229.333333333333,"1",NA,0.83698296836983,-0.16301703163017,274,"cst","4","2","1","4","1","5","graphic (obj)","spd_inst",NA,124
71,NA,"Woman",NA,"4","Backward",NA,280,272,"2",NA,1.04615384615385,0.0461538461538462,260,"cst","4","1","1","3","1","5","graphic (obj)","spd_inst",NA,116
72,NA,"Woman",NA,"1","Forward",NA,250,224,"1",NA,1.65925925925926,0.659259259259259,135,"acc","3","2","1","3","1","2","graphic (obj)","spd_inst",NA,116
